estate,item,family,text,n_countries,mae_pp,abstained,median_noise_dist
goqa_dev,2985568b4571,intl-relations,"Please tell me what kind of influence the group is having on the way things are going in your country. Is the influence of media-such as tv,",48,12.29,0,
goqa_dev,298d35f92f95,other,"Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a ve",31,10.92,0,
goqa_dev,29cb0dd7f7ad,religion/values,Which of these characteristics do you associate with Americans? Do you associate immoral with Americans or not?,14,8.17,0,
goqa_dev,2a2d5fc92907,economy,"Would you say that each of the following is doing a very good, somewhat good, somewhat bad, or very bad job dealing with global climate chan",16,5.55,1,
goqa_dev,2a4056cd3157,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. c. Alternative fo",24,14.27,0,
goqa_dev,2a7b9a298ab7,other,"Have you ever learned that someone’s political beliefs were different than you thought they were, based on something they posted on a social",23,13.15,0,
goqa_dev,2adbb82dcba9,other,Has each of the following gotten better or worse over the last five years in our country: the spread of diseases.,27,13.64,0,
goqa_dev,2baa3a34715b,other,"I am going to read you a list of things that might be important for getting ahead in life. On a scale of 0 to 10, in your opinion, how impor",41,12.6,0,
goqa_dev,2c336f980eeb,economy,"Thinking about the future of your country, please tell me whether you feel generally optimistic or generally pessimistic about the following",32,14.16,0,
goqa_dev,2c7d95a54235,other,(Which country does the most to help countries that have experienced natural disasters?)...And which country would you name next?,14,8.45,0,
goqa_dev,2e6eeb8d7105,other,"Which side do you identify with more in this struggle, the groups who want to modernize the country or Islamic fundamentalists?",12,16.47,0,
goqa_dev,2e99a9fc9179,democracy/governance,"As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely",37,9.6,0,
goqa_dev,2f34b6bd9fb5,other,"Some people say the following things are important to them. On a scale of 0 to 10, how important is each thing to you personally, where 0 me",30,3.62,0,
goqa_dev,2f435a2cbcb9,other,Do you watch an international news channel ?,27,14.84,0,
goqa_dev,2fb29fcfd0a5,other,I'd like you to rate some different groups of people in your country according to how you feel about them. Please tell me whether your opini,16,10.09,0,
goqa_dev,304c386f66e7,intl-relations,Do you think the European Union ____? d. understands the needs of your nationality citizens,10,40.27,1,
goqa_dev,307c9271073d,other,"In your country today, when it comes to ____ do you think …? d. Expressing their political views",32,11.22,0,
goqa_dev,31662873a4fd,intl-relations,"Which of the following statements comes closer to your view, even if neither is exactly right? Improving human rights around the world shoul",22,22.75,0,
goqa_dev,31bfb759d3b7,economy,"In general, what kind of influence has the increasing use of the Internet in our country had on each of the following things. Has the increa",30,12.55,0,
goqa_dev,31f968cba849,other,"Some people say the following things are important to them. On a scale of 0 to 10, how important is each thing to you personally, where 0 me",30,1.93,0,
goqa_dev,324d049463e9,other,Has each of the following gotten better or worse over the last five years in our country: the availability of food in stores.,27,13.25,0,
goqa_dev,329de88ac535,democracy/governance,I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...pa,29,15.18,0,
goqa_dev,32e41323e0ad,security,"Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a mo",9,6.88,0,
goqa_dev,33498d9cdf29,religion/values,"Which one of the religions that I name do you think of as most violent--Christianity, Islam, Judaism or Hinduism?",22,19.94,0,
goqa_dev,344c70d61e17,other,"Please tell me whether you completely agree, mostly agree, mostly disagree, or completely disagree with the statement...I feel more solidari",9,8.86,0,
goqa_dev,34af5897e427,democracy/governance,If the your country government used torture against people suspected of terrorism to try to gain information about possible attacks in our c,35,13.21,0,
goqa_dev,34bbf8b38e5d,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of the European Commission",10,8.37,1,
goqa_dev,35b50d4eab4b,other,"Which comes closer to describing your view?...I like American ways of doing business, OR I dislike American ways of doing business",45,16.47,0,
goqa_dev,35ba14b750b9,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...India",36,14.67,0,
goqa_dev,35bc013b241b,democracy/governance,"Here is a list of several statements about the role of religion here and elsewhere. For each statement, please tell me whether you completel",8,15.3,0,
goqa_dev,371dc75f7689,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",19,11.08,0,
goqa_dev,3739640ccee1,other,"Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a ve",31,16.19,0,
goqa_dev,376165562ef1,intl-relations,"Now I'm going to read you a list of countries.  For each one, please tell me whether you would favor or oppose admitting it into the Europea",11,6.94,1,
goqa_dev,37be13018493,intl-relations,"In your opinion, do United States policies increase the gap between rich and poor countries, lessen the gap between rich and poor countries,",37,12.16,0,
goqa_dev,3a94b6c38791,other,"I'd like to ask your opinion about some international issues.  Please tell me how concerned you are, if at all, about each of them - are you",37,10.97,0,
goqa_dev,3ad993516b81,other,"Thinking about the issue of HIV/AIDS in our country, do you think HIV/AIDS is a bigger or a smaller problem now than it was 5 years ago, or ",35,17.07,0,
goqa_dev,3bd0b3f97b61,other,"As I read another list of statements, for each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely",37,14.73,0,
goqa_dev,3c329b56f1f7,intl-relations,"And what about the following countries or organizations, how would you rate the kind of influence they are having on the way things are goin",12,13.12,0,
goqa_dev,3c3ddcecaf4f,other,Which of these characteristics do you associate with Americans? Do you associate ____ with Americans or not? c. greedy,21,11.29,0,
goqa_dev,3c82f603b403,other,"Does this statement describe your country very well, somewhat well, not too well, or not well at all? f. The rights of people to express the",25,13.28,0,
goqa_dev,3d8b2d32b7f9,security,Now I'm going to read you some statements about what President Barack Obama might do in the future. Do you think he will seek international ,20,14.53,1,
goqa_dev,3e47afbe507d,other,"Regardless of how you feel about the protests, were you sympathetic to Muslims who were offended by these cartoons, or not?",11,15.21,0,
goqa_dev,40c9ddf1464b,economy,"When it comes to our country’s economy, how much influence do you think the United States is having on economic conditions in your country—a",14,8.64,0,
goqa_dev,40e20bc0d4a1,democracy/governance,Would you like U.S. President Barack Obama to be reelected or not?,19,11.95,1,
goqa_dev,417e7611aaf9,economy,"Please tell me whether you completely agree, mostly agree, mostly disagree, or completely disagree with the following statements...When jobs",35,11.61,0,
goqa_dev,41c568bf0753,intl-relations,"Please tell me what kind of influence the group is having on the way things are going in your country. Is the influence of ____ very good, s",8,14.88,0,
goqa_dev,41cdec4d4dbd,other,"Which of the following phrases comes closer to your view?  It's good that American ideas and customs are spreading here, OR it's bad that Am",49,15.38,0,
goqa_dev,42240d2a58e1,other,"Thinking about immigration, would you support or oppose your country ____? c. encouraging highly skilled people to immigrate and work in you",14,11.98,0,
goqa_dev,4368c11e316f,other,"On a scale of 0 to 10 how satisfied are you with each of the following items, where 0 means you are very dissatisfied and 10 means you are v",30,10.73,0,
goqa_dev,43e7da848a6d,other,"I'd like your opinion about some possible international concerns for your country. What if Iran developed nuclear weapons, would this be a m",14,11.53,0,
goqa_dev,4421b2e0dfb7,other,"In your opinion, are there any serious threats to Islam today?",10,15.55,0,
goqa_dev,44254abd66f5,other,Please tell me whether you think the following describes U.S. President Donald Trump. Do you think of Donald Trump as ____? f. caring about ,35,14.08,1,
goqa_dev,44cb21c434e7,other,"Do have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Japanese Prime Minister Shinzo Abe?",12,27.27,1,
goqa_dev,44d355b3e0e5,other,How much responsibility should each of the following have in making sure that the your nationality workforce has the right skills and educat,8,2.76,0,
goqa_dev,45466a9404d5,democracy/governance,Which statement comes closer to your own views - even if neither is exactly right…Most government officials care what people like me think o,44,9.06,0,
goqa_dev,456b21e8165b,democracy/governance,"How satisfied are you with the way democracy is working in the public – very satisfied, somewhat satisfied, not too satisfied, or not at all",16,11.8,0,
goqa_dev,489330ebd375,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...the Chinese",19,16.65,0,
goqa_dev,48adaa36ac83,intl-relations,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...China",58,16.05,0,
goqa_dev,493899430159,democracy/governance,"Which statement comes closest to your view, even if none are exactly right? Democracy in the United States...",16,5.99,0,
goqa_dev,49a9a5d4638b,intl-relations,"Now I'm going to read you a list of countries.  For each one, please tell me whether you would favor or oppose admitting it into the Europea",11,13.8,1,
goqa_dev,4d0ee60998e1,religion/values,"Do you personally believe that gambling is morally acceptable, morally unacceptable, or is it not a moral issue?",37,9.61,0,
goqa_dev,4d1e120e1f09,other,Suppose a young person who wanted to leave this country asked you to recommend where to go to lead a good life - what country would you reco,14,8.64,0,
goqa_dev,4d4a983de509,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",12,23.82,1,
goqa_dev,4dd8a564d275,other,(Please tell me how confident you are that the following organizations or groups will help solve the major problems in our country. Are you ,8,8.0,0,
goqa_dev,4e99ebd367e7,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",51,19.97,1,
goqa_dev,4f3659ccf2db,other,"I am going to read you a list of things people do on cell phones, other than making calls. For each, please tell me if this is something you",36,13.73,0,
goqa_dev,4f89b3c80b07,intl-relations,"I’d like your opinion about some possible international concerns. Do you think that ____ is a major threat, a minor threat or not a threat t",12,12.94,0,
goqa_dev,4ff9d4219a9d,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of the European Parliament",10,7.4,1,
goqa_dev,503987f8e057,democracy/governance,"I'm going to describe various types of political systems and ask what you think about each as a way of governing our country. For each one, ",36,9.48,0,
goqa_dev,508dee230a95,democracy/governance,"For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs — a lot of confidence, some conf",43,14.48,1,
goqa_dev,522cf77ed42b,democracy/governance,"As I read some proposed policies of U.S. President Joe Biden, please tell me if you approve or disapprove of each one. c. The U.S. hosting a",15,2.96,1,
goqa_dev,527296dee985,economy,"Thinking about the public, would you say each of the following aspects needs to be completely reformed, needs major changes, needs minor cha",16,13.07,0,
goqa_dev,52ec7e0d2209,religion/values,Which of the following statements comes closest to your opinion? It is not necessary to believe in God in order to be moral and have good va,32,12.37,0,
goqa_dev,5496943daffb,other,"Some people say the following things are important to them. On a scale of 0 to 10, how important is each thing to you personally, where 0 me",30,6.79,0,
goqa_dev,54ee4e949b45,other,"I’d like your opinion about some possible international concerns. Do you think that ____ is a major threat, a minor threat or not a threat t",12,14.53,0,
goqa_dev,5506ef2eb5f5,intl-relations,I'd like your opinion about some possible international concerns for your country. Do you think that China's power and influence is a major ,37,12.28,0,
goqa_dev,554f7eb27b21,other,I am going to list some different political and social actions that people can take. Have you done this ...  a. attended a political campaig,13,13.62,0,
goqa_dev,55ede95f91af,other,Which of these characteristics do you associate with Americans? Do you associate ____ with Americans or not? a. violent,21,8.74,0,
goqa_dev,55edecf698cf,economy,"In your country today, when it comes to ____ do you think …? c. Getting high-paying jobs",32,10.88,0,
goqa_dev,56928a2d2c99,democracy/governance,I am going to list some different political and social actions that people can take. Have you done this ...  c. voted in an election,13,9.44,0,
goqa_dev,573286aee0a9,economy,"When children today in the public grow up, do you think they will be better off or worse off financially than their parents?",16,8.26,0,
goqa_dev,57408257c459,other,"As I read some proposed policies of President Donald Trump, please tell me if you approve or disapprove of each one. e. introduce tighter re",35,15.99,1,
goqa_dev,57c673aa0a71,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",58,15.21,1,
goqa_dev,58cae03532fd,other,Do you think this is a good thing or a bad thing for your country?,25,1.78,0,
goqa_dev,58f2d49bee93,other,I'd like you to rate some different groups of people in your country according to how you feel about them. Please tell me whether your opini,16,20.38,0,
goqa_dev,58fc8e31984f,tech/climate,"How concerned are you, if at all, that global climate change will harm you personally at some point in your lifetime? Are you very concerned",43,8.37,0,
goqa_dev,592d229d259d,other,"How concerned, if at all, are you about the rise of Islamic extremism around the WORLD these days? Are you very concerned, somewhat concerne",18,9.55,0,
goqa_dev,599965101ed7,intl-relations,"Thinking about our relations with Russia, in your view, which is more important?",10,14.52,0,
goqa_dev,5a70c1a0aa33,other,"Thinking about some countries around the world...Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or ve",19,9.1,0,
goqa_dev,5ab54ca58433,other,"Thinking about your country as a whole, do you think this country is now more united or more divided than before the coronavirus outbreak?",14,14.09,0,
goqa_dev,5ba0573393f1,other,"I'd like your opinion about some possible international concerns for your country. Do you think that ____ is a major threat, a minor threat ",25,9.01,0,
goqa_dev,5c27d9595ac5,democracy/governance,"Now I’m going to read a list of political leaders. For each, tell me how much confidence you have in each leader to do the right thing regar",53,15.04,0,
goqa_dev,5d0301afe773,other,"Now turning to the world situation, here is a list of five dangers in the world today.  In your opinion, which one of these poses the greate",50,12.46,0,
goqa_dev,5d310ad15bb1,economy,"Which statement comes closer to your view about your country’s involvement in the global economy, even if neither is exactly right? It is a ",18,15.73,0,
goqa_dev,5d75a7761c53,other,Did the US and its allies try very hard to avoid civilian casualties in Iraq or didn't they try hard enough?,15,16.14,0,
goqa_dev,5db360c7d1a7,tech/climate,Which one of the following countries would you trust most to do the right thing in protecting the world's environment?,21,18.47,0,
goqa_dev,5dc965c7082d,intl-relations,"In general, what kind of influence has the increasing use of the Internet in our country had on each of the following things. Has the increa",30,7.63,0,
goqa_dev,5e732a6a7059,security,"In your opinion, how many Europeans do you think are hostile toward Muslims - would you say most, many, just some or very few?",11,15.85,0,
goqa_dev,5e77452cc7a1,other,Here is a ladder representing the ladder of life. Let's suppose the top of the ladder represents the best possible life for you; and the bot,32,5.13,0,
goqa_dev,5e80fd7b85f3,other,"Thinking about the public, would you say each of the following aspects needs to be completely reformed, needs major changes, needs minor cha",16,15.53,0,
goqa_dev,5fcbb7ffbfb1,religion/values,"Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a mo",27,8.48,0,
goqa_dev,60f8e1a270fb,security,"How worried are you, if at all, that the U.S. could become a military threat to our country someday?  Are you very worried, somewhat worried",10,18.13,0,
goqa_dev,61065333625f,democracy/governance,I am going to read you the same list.  Does...the media can report the news without (state or government) censorship...describe our country ,37,14.41,0,
goqa_dev,614d7a12f555,intl-relations,"In general, what kind of influence has the increasing use of the Internet in our country had on each of the following things. Has the increa",30,12.16,0,
goqa_dev,61db3a8de5c5,other,Which country does the most to help countries that have experienced natural disasters?,14,16.05,0,
goqa_dev,6313a5555aaf,economy,"How much does what happens in other European Union countries affect your own personal economic situation - a great deal, a fair amount, not ",8,10.51,1,
goqa_dev,6341a223d3bf,democracy/governance,"Now I’d like to ask your views about some additional political leaders. Please tell me if you have a very favorable, somewhat favorable, som",19,10.53,1,
goqa_dev,635121b2cdb9,other,(Which country is doing the most to help poor nations develop?)...And which country would you name next?,14,10.02,0,
goqa_dev,63998c253793,intl-relations,"Thinking about the United Nations, what kind of influence is the UN having on the way things are going in your country.   Is the influence o",31,15.65,1,
goqa_dev,640a43488d1d,other,"Now I will read a list of some things that have happened in the world recently. For each one,please tell me if you've heard of it or not...U",12,15.38,0,
goqa_dev,648eeb6a867f,democracy/governance,I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...co,28,12.36,0,
goqa_dev,65bf704282cf,other,"How much of a danger is the Israeli-Palestinian conflict to stability in the Middle East and world peace? A great danger, moderate danger, s",12,6.54,0,
goqa_dev,67055d9171af,economy,"Right now, is the United States having a positive or negative impact on economic conditions in  your country?",17,27.35,0,
goqa_dev,675410e9ee63,intl-relations,"As I read a list of groups and organizations, for each, please tell me what kind of influence the group is having on the way things are goin",30,11.9,0,
goqa_dev,6a3ac8309b93,religion/values,"Over the past 20 years, do you think equality between men and women in your country has increased, decreased, or do you think there has been",25,9.0,0,
goqa_dev,6b4dd0290eb1,democracy/governance,"And which should be the second most important priority?...Health care, education, agriculture and the supply of food, the supply of energy, ",8,9.76,0,
goqa_dev,6b6610d6b7c7,intl-relations,"Now I'm going to read you a list of countries.  For each one, please tell me whether you would favor or oppose admitting it into the Europea",11,5.62,1,
goqa_dev,6bc71c4456cf,other,Some people say that the following things are important for being truly your nationality. Others say they are not important. How important d,12,6.27,0,
goqa_dev,6cd6751ac009,other,"Do you think ____ is a very big problem, a moderately big problem, a small problem or not a problem at all in our country? a. rising prices",20,6.09,0,
goqa_dev,6d12365e239b,economy,"Again thinking back to 1989, do you strongly approve, approve, disapprove or strongly disapprove that our country moved from having a state ",9,14.82,0,
goqa_dev,6d1d73908675,other,"As I read a list of things that you can and cannot do in some countries, please tell me how important each is to you.  How important is it t",13,2.47,0,
goqa_dev,6d2dd0d643f3,other,"Do you think ____ plays a more important role in the world today compared to 10 years ago, a less important role, or about as important a ro",25,15.75,0,
goqa_dev,6e4a911f910b,other,Do you ever use online social networking sites like ?,27,11.61,0,
goqa_dev,6ea1ce904eed,economy,"In your opinion, do lower income have too much influence in our political system, not enough influence, or about the right amount?",31,5.71,0,
goqa_dev,6f23d852a529,other,"Thinking about some countries around the world...Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or ve",16,17.9,0,
goqa_dev,6f345b0278b3,intl-relations,Do you think that relations these days between Muslims around the world and people in Western countries such as the United States and Europe,12,8.78,0,
goqa_dev,704e1c472dbf,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",21,15.8,1,
goqa_dev,7242a9de7c7d,democracy/governance,I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...po,29,12.42,0,
goqa_dev,7272bd659c43,other,Do you think most Muslims in our country today want to adopt your country customs and way of life or do you think they want to be distinct f,10,8.32,0,
goqa_dev,728dc6da6e1d,other,"Do you use a computer at your workplace, at school, at home, or anywhere else on at least an occasional basis?",40,12.83,0,
goqa_dev,7291eaf42e65,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...the United Nations",53,13.4,1,
goqa_dev,755cef6c1eb5,economy,Is it more important for the public to have strong economic ties with China or the United States?,15,10.53,0,
goqa_dev,75886bbdb397,religion/values,"Aside from weddings and funerals how often do you attend religious services... more than once a week, once a week, once or twice a month, a ",21,13.88,0,
goqa_dev,75cf12926b79,democracy/governance,I am going to read a list of things that have happened recently. Did The re-election of President George W Bush lead you to have a more favo,13,3.23,1,
goqa_dev,75e8409ee341,democracy/governance,Do you think the European Union ____? c. promotes democratic values,10,8.12,1,
goqa_dev,7673f0c4274b,tech/climate,"I'd like to ask your opinion about some international issues.  Please tell me how concerned you are, if at all, about each of them - are you",37,7.72,0,
goqa_dev,76d30e202b07,intl-relations,"In general, what kind of influence has the increasing use of the Internet in our country had on each of the following things. Has the increa",30,10.2,0,
goqa_dev,76d8e4722713,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Hezbollah",16,24.14,1,
goqa_dev,778ac0dda433,other,"And do you ever use social networking sites like Facebook, Twitter (INSERT ) to share your views about...products you use or not?",28,10.81,0,
goqa_dev,77b7eb431899,intl-relations,"Do you approve or disapprove of the way the European Union is dealing with ____? c. the United Kingdom leaving the EU, also known as Brexit",10,8.53,1,
goqa_dev,77d20b298e99,economy,"Turning to China, overall do you think that China's growing economy is a good thing or a bad thing for our country?",51,15.93,0,
goqa_dev,78621c931f85,economy,"Now thinking about our economic situation, how would you describe the current economic situation in your country - is it very good, somewhat",59,20.81,0,
goqa_dev,78dba61567c1,other,"If Iran were to develop nuclear weapons, do you think they would be likely to...attack the U.S. or European nations, or not?",12,10.9,0,
goqa_dev,796117d064d5,intl-relations,"Which statement best describes your views about the future of the European Union, even if none is exactly right?",10,9.94,1,
goqa_dev,796da15b43b9,intl-relations,"What is your opinion--next year when there is a new US president, do you think that US foreign policy will change for the better, change for",18,12.22,0,
goqa_dev,79b5174ac923,democracy/governance,"For each of the following issues, how likely are you personally to take political action on it, such as contact an elected official or parti",13,7.59,0,
goqa_dev,7abb8f44bf7d,other,Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… f. Advances the interests ,14,10.5,1,
goqa_dev,7b9842bb83c7,democracy/governance,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. e. National Democ",24,14.27,1,
goqa_dev,7c35adb7d8d3,economy,"Which statement comes closer to your view, even if neither is exactly right? (Survey public)'s economy is...",16,3.46,0,
goqa_dev,7c5cfa267203,democracy/governance,"How important is it to have ____ in our country? Is it very important, somewhat important, not too important or not important at all? d. peo",36,7.22,0,
goqa_dev,7ca15523d1bb,economy,"Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way thi",28,16.14,0,
goqa_dev,7cc57c90c913,intl-relations,Which of these characteristics do you associate with people in Western countries such as the United States and Europe?...Arrogant...Do you a,10,11.66,0,
goqa_dev,7d874161cb59,other,"Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a ve",39,14.34,0,
goqa_dev,7e73e39602a1,other,"Please tell me how closely you follow each type of news. Do you follow ____ very closely, somewhat closely, not very closely or not at all c",36,5.98,0,
goqa_dev,7ec28bc528c5,religion/values,"Do you personally believe that homosexuality is morally acceptable, morally unacceptable, or is it not a moral issue?",37,7.38,0,
goqa_dev,7f3bd2ba0599,intl-relations,"Think of the changes that have taken place in your country since 1989  /  1991. Have those changes had a very good influence, a good influen",9,13.47,0,
goqa_dev,7fa2cc6cbdf3,tech/climate,"Which of the following two statements about addressing global climate change comes closer to your own views, even if neither is exactly righ",41,11.77,0,
goqa_dev,7fc1136d074d,democracy/governance,How much responsibility should each of the following have in making sure that the your nationality workforce has the right skills and educat,8,3.2,0,
goqa_dev,7fea465efc55,intl-relations,(Please tell me how confident you are that the following organizations or groups will help solve the major problems in our country. Are you ,8,3.32,1,
goqa_dev,7feb9f150015,other,"I'd like you to rate some different groups of people in your country according to how you feel about them.  For each group, please tell me w",13,7.73,0,
goqa_dev,8018358fdacb,other,Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… h. Promotes action on infe,14,7.33,1,
goqa_dev,8044ce380935,other,"As I read some policies of U.S. President Donald Trump, please tell me if you approve or disapprove of each one. d. Allowing fewer immigrant",32,12.66,1,
goqa_dev,813bd878d5a5,democracy/governance,"And which of these three statements is closest to your own opinion...Democracy is preferable to any other kind of government, In some circum",19,15.07,0,
goqa_dev,81c1a0f73791,other,"In your opinion, in the public, are the conflicts very strong, strong, not very strong or are there not any conflicts between ____? d. Peopl",16,12.78,0,
goqa_dev,82c7a187934d,other,"Here is the 'ladder of life.'  Let's suppose the top of the ladder represents the best possible life for you; and the bottom, the worst poss",57,11.01,0,
goqa_dev,82e89c22dc0d,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Spain?",8,10.75,0,
goqa_dev,82e9b964b055,democracy/governance,Do you approve or disapprove of the recent military action by France against anti-government rebels in Mali?,11,19.2,0,
goqa_dev,83678e37a0df,democracy/governance,Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? b. the United States,53,12.17,0,
goqa_dev,83ac49462daf,other,Please tell me whether you think the following describes U.S. president Joe Biden. Do you think of Joe Biden as ____? a. Well-qualified to b,15,4.36,1,
goqa_dev,83b946090fb7,religion/values,"How important is it to have ____ in our country? Is it very important, somewhat important, not too important or not important at all? a. peo",36,5.86,0,
goqa_dev,840eafef1c4d,democracy/governance,"Now that Saddam Hussein has been removed from power by the U.S. and its allies, do you think the Middle East region will become much more de",16,9.69,1,
goqa_dev,8471209113b7,economy,"I’d like your opinion about some possible international concerns. Do you think that ____ is a major threat, a minor threat or not a threat t",12,14.27,0,
goqa_dev,847eec161d63,economy,"Would you say that each of the following is doing a very good, somewhat good, somewhat bad, or very bad job dealing with global climate chan",15,6.92,0,
goqa_dev,850083677e51,democracy/governance,I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...at,29,10.51,0,
goqa_dev,8532f400b4f9,democracy/governance,I am going to read you a list of things that the government might do to improve public health and health care in our country.  As I read eac,26,4.97,0,
goqa_dev,86185b0e66af,intl-relations,"And what about the following countries or organizations, how would you rate the kind of influence they are having on the way things are goin",12,8.53,0,
goqa_dev,86aa17cff811,other,I'd like your opinion about some possible international concerns for your country. Do you think that North Korea's nuclear program is a majo,37,13.96,1,
goqa_dev,8781f0774cb9,religion/values,"Thinking about the ethnic, religious, and racial makeup of your country, over the past 20 years do you think your country has become more di",25,9.93,0,
goqa_dev,889f54949e1b,other,"I'd like your opinion about some possible international concerns for your country. Do you think that ___ is a major threat, a minor threat, ",14,8.93,0,
goqa_dev,88f80aa31d87,other,Do you think this change in the availability of modern medicines and treatments is largely because of the way the world has become more conn,27,10.27,0,
goqa_dev,893a386e49f5,democracy/governance,"For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs — a lot of confidence, some conf",39,16.56,1,
goqa_dev,8a57435e0c87,other,"Over the past 20 years, do you think family ties in your country have become stronger, weaker, or do you think there has been no change?",25,6.36,0,
goqa_dev,8a70835722f1,tech/climate,Countries from around the world will meet in December (2015) in Paris to deal with global climate change. They will discuss an agreement to ,37,5.28,0,
goqa_dev,8bab3968fcc9,other,"How closely have you been following news about the U.S. presidential race - very closely, somewhat closely, not too closely, or not at all?",24,12.09,0,
goqa_dev,8c0548fca515,intl-relations,"The United States has announced plans to commit more military resources to Asia. Which statement comes closer to your own views, even if nei",19,14.34,0,
goqa_dev,8c8a57cd960f,democracy/governance,"For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs – a lot of confidence, some conf",36,15.59,1,
goqa_dev,8d3a1d31de79,democracy/governance,I am going to read you a list of things that the government might do to improve public health and health care in our country.  As I read eac,26,6.59,0,
goqa_dev,8d8aa1bf443d,other,"For each of the following, please tell me how news organizations in your country are doing on the issue. Would you say news organizations ar",36,13.74,0,
goqa_dev,8edcad532eb3,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",19,14.2,1,
goqa_dev,8feb09769e19,intl-relations,"I’d like your opinion about some possible international concerns. Do you think that ____ is a major threat, a minor threat or not a threat t",40,12.2,0,
goqa_dev,90ba8763d04f,democracy/governance,"In your country today, when it comes to ____ do you think …? a. Being leaders in their local communities",32,17.67,0,
goqa_dev,92b9ec5ab317,other,"How satisfied are you with the way the political system is working in this country? Are you very satisfied, somewhat satisfied, somewhat dis",28,14.33,0,
goqa_dev,92bc560788a5,tech/climate,"In your view, is global climate change a very serious problem, somewhat serious, not too serious or not a problem?",37,6.77,0,
goqa_dev,92fa397c43d3,democracy/governance,"(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a ve",8,4.54,0,
goqa_dev,93d96bbcb0dd,other,Do you think the people of Iraq will be better off or worse off in the long run than they were now that Saddam Hussein has been removed from,16,14.43,1,
goqa_dev,9442aa4eb987,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",15,6.45,1,
goqa_dev,94af6118505d,other,"Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a ve",40,11.99,0,
goqa_dev,951021e75883,democracy/governance,"Now thinking about Iraq, regardless of what you think about the original decision to use military force in Iraq, do you now believe that eff",19,8.64,0,
goqa_dev,96689b96bbd9,intl-relations,"Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way thi",37,10.62,0,
goqa_dev,97fda3785aef,other,"For each statement, please tell me whether you completely agree with it, mostly agree with it, mostly disagree with it or completely disagre",30,20.28,0,
goqa_dev,981106812b6b,other,"As I read some policies of U.S. President Donald Trump, please tell me if you approve or disapprove of each one. e. U.S. increasing tariffs ",32,8.31,1,
goqa_dev,987ed26772f9,other,What's more important in your country society that everyone be free to pursue their life's goals without interference from the state or that,34,14.02,0,
