estate,item,family,country,region,human,model,signed_err_pp,modal_agree,n_survey,se95_pp,within_noise,noise_dist,abstained,mrsp_mae_pp,naive_mae_pp,region_mae_pp
wvs_heldout,Q30,other,MM,Southeast Asia,0.525,0.255,-27.0,0,1200,2.83,0,9.56,0,10.16,12.01,8.59
wvs_heldout,Q30,other,MN,East Asia,0.2891,0.3331,4.4,1,1638,2.2,0,2.0,0,10.16,12.01,8.59
wvs_heldout,Q30,other,MV,South Asia,0.1491,0.2071,5.8,1,1028,2.18,0,2.66,0,10.16,12.01,8.59
wvs_heldout,Q30,other,MX,Latin America,0.1893,0.1883,-0.1,1,1733,1.84,1,0.05,0,10.16,12.01,8.59
wvs_heldout,Q30,other,MY,Southeast Asia,0.361,0.295,-6.6,1,1313,2.6,0,2.54,0,10.16,12.01,8.59
wvs_heldout,Q30,other,NG,Sub-Saharan Africa,0.4213,0.3433,-7.8,1,1228,2.76,0,2.82,0,10.16,12.01,8.59
wvs_heldout,Q30,other,NI,Latin America,0.204,0.26,5.6,1,1200,2.28,0,2.46,0,10.16,12.01,8.59
wvs_heldout,Q30,other,NL,Western Europe,0.0325,0.0755,4.3,1,2061,0.77,0,5.62,0,10.16,12.01,8.59
wvs_heldout,Q30,other,NZ,Oceania,0.029,0.052,2.3,1,991,1.04,0,2.2,0,10.16,12.01,8.59
wvs_heldout,Q30,other,PE,Latin America,0.1294,0.1984,6.9,1,1383,1.77,0,3.9,0,10.16,12.01,8.59
wvs_heldout,Q30,other,PH,Southeast Asia,0.4391,0.2771,-16.2,1,1197,2.81,0,5.76,0,10.16,12.01,8.59
wvs_heldout,Q30,other,PK,South Asia,0.6042,0.2572,-34.7,0,1966,2.16,0,16.05,0,10.16,12.01,8.59
wvs_heldout,Q30,other,PR,Latin America,0.0662,0.1182,5.2,1,1118,1.46,0,3.57,0,10.16,12.01,8.59
wvs_heldout,Q30,other,RO,Eastern Europe,0.2031,0.2411,3.8,1,1205,2.27,0,1.67,0,10.16,12.01,8.59
wvs_heldout,Q30,other,RS,Eastern Europe,0.1072,0.2522,14.5,1,1010,1.91,0,7.6,0,10.16,12.01,8.59
wvs_heldout,Q30,other,RU,Eastern Europe,0.28,0.303,2.3,1,1747,2.11,0,1.09,0,10.16,12.01,8.59
wvs_heldout,Q30,other,SG,Southeast Asia,0.1781,0.1761,-0.2,1,2005,1.67,1,0.12,0,10.16,12.01,8.59
wvs_heldout,Q30,other,SK,Eastern Europe,0.3421,0.1541,-18.8,1,1191,2.69,0,6.98,0,10.16,12.01,8.59
wvs_heldout,Q30,other,TH,Southeast Asia,0.3282,0.1992,-12.9,1,1420,2.44,0,5.28,0,10.16,12.01,8.59
wvs_heldout,Q30,other,TJ,Central Asia,0.5167,0.3527,-16.4,0,1200,2.83,0,5.8,0,10.16,12.01,8.59
wvs_heldout,Q30,other,TN,Middle East/N. Africa,0.2498,0.2618,1.2,1,1200,2.45,1,0.49,0,10.16,12.01,8.59
wvs_heldout,Q30,other,TR,Middle East/N. Africa,0.3266,0.1986,-12.8,1,2365,1.89,0,6.77,0,10.16,12.01,8.59
wvs_heldout,Q30,other,UA,Eastern Europe,0.245,0.437,19.2,1,1199,2.43,0,7.89,0,10.16,12.01,8.59
wvs_heldout,Q30,other,US,North America,0.1009,0.0509,-5.0,1,2586,1.16,0,4.31,0,10.16,12.01,8.59
wvs_heldout,Q30,other,UY,Latin America,0.0622,0.1172,5.5,1,936,1.55,0,3.55,0,10.16,12.01,8.59
wvs_heldout,Q30,other,UZ,Central Asia,0.5904,0.2734,-31.7,0,1224,2.75,0,11.51,0,10.16,12.01,8.59
wvs_heldout,Q30,other,VE,Latin America,0.179,0.232,5.3,1,1190,2.18,0,2.43,0,10.16,12.01,8.59
wvs_heldout,Q30,other,VN,Southeast Asia,0.2767,0.3997,12.3,1,1200,2.53,0,4.86,0,10.16,12.01,8.59
wvs_heldout,Q30,other,ZW,Sub-Saharan Africa,0.1429,0.4119,26.9,1,1208,1.97,0,13.63,0,10.16,12.01,8.59
wvs_heldout,Q31,religion/values,AD,Western Europe,0.1449,0.2609,11.6,1,1001,2.18,0,5.32,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,AM,Central Asia,0.4753,0.3153,-16.0,1,1184,2.84,0,5.62,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,AR,Latin America,0.1892,0.2682,7.9,1,960,2.48,0,3.19,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,AU,Oceania,0.1059,0.1059,-0.0,1,1790,1.43,1,0.0,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,BD,South Asia,0.6921,0.5521,-14.0,1,1153,2.66,0,5.25,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,BO,Latin America,0.1918,0.3508,15.9,1,2028,1.71,0,9.28,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,BR,Latin America,0.2212,0.3182,9.7,1,1725,1.96,0,4.95,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,CA,North America,0.146,0.091,-5.5,1,4018,1.09,0,5.04,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,CL,Latin America,0.2925,0.1395,-15.3,1,974,2.86,0,5.36,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,CN,East Asia,0.3501,0.5501,20.0,0,3030,1.7,0,11.78,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,CO,Latin America,0.1895,0.2015,1.2,1,1520,1.97,1,0.61,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,CY,Western Europe,0.2742,0.2502,-2.4,1,957,2.83,1,0.85,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,CZ,Eastern Europe,0.4377,0.2987,-13.9,1,1176,2.84,0,4.9,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,DE,Western Europe,0.0943,0.1853,9.1,1,1485,1.49,0,6.12,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,EC,Latin America,0.2002,0.3622,16.2,1,1189,2.27,0,7.12,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,EG,Middle East/N. Africa,0.7496,0.6066,-14.3,1,1178,2.47,0,5.78,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,ET,Sub-Saharan Africa,0.348,0.365,1.7,1,1224,2.67,1,0.64,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,GB,Western Europe,0.0997,0.1087,0.9,1,2543,1.16,1,0.77,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,GR,Western Europe,0.2543,0.2153,-3.9,1,1155,2.51,0,1.55,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,GT,Latin America,0.1791,0.5861,40.7,0,1206,2.16,0,18.81,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,HK,East Asia,0.292,0.356,6.4,1,2066,1.96,0,3.26,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,ID,Southeast Asia,0.6239,0.4409,-18.3,0,3200,1.68,0,10.9,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,IN,South Asia,0.5212,0.5682,4.7,1,1627,2.43,0,1.94,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,IQ,Middle East/N. Africa,0.6488,0.6238,-2.5,1,1196,2.71,1,0.92,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,IR,Middle East/N. Africa,0.499,0.37,-12.9,1,1483,2.54,0,5.07,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,JO,Middle East/N. Africa,0.5617,0.5307,-3.1,1,1200,2.81,0,1.1,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,JP,East Asia,0.2259,0.1579,-6.8,1,1111,2.46,0,2.77,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,KE,Sub-Saharan Africa,0.3223,0.4753,15.3,1,1248,2.59,0,5.9,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,KG,Central Asia,0.7062,0.4042,-30.2,0,1188,2.59,0,11.66,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,KR,East Asia,0.4787,0.1617,-31.7,1,1245,2.77,0,11.42,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,KZ,Central Asia,0.4548,0.5858,13.1,0,1240,2.77,0,4.73,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,LB,Middle East/N. Africa,0.3633,0.4523,8.9,1,1192,2.73,0,3.26,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,LY,Middle East/N. Africa,0.5885,0.3245,-26.4,0,1179,2.81,0,9.4,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,MA,Middle East/N. Africa,0.3883,0.4843,9.6,1,1200,2.76,0,3.48,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,MM,Southeast Asia,0.6942,0.3892,-30.5,0,1200,2.61,0,11.7,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,MN,East Asia,0.4134,0.4724,5.9,1,1638,2.38,0,2.47,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,MV,South Asia,0.4898,0.3178,-17.2,1,1029,3.05,0,5.63,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,MX,Latin America,0.1923,0.2433,5.1,1,1725,1.86,0,2.74,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,MY,Southeast Asia,0.4425,0.3765,-6.6,1,1313,2.69,0,2.46,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,NG,Sub-Saharan Africa,0.6451,0.4271,-21.8,0,1230,2.67,0,8.15,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,NI,Latin America,0.1926,0.3966,20.4,1,1200,2.23,0,9.14,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,NL,Western Europe,0.0665,0.1465,8.0,1,1985,1.1,0,7.3,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,NZ,Oceania,0.0602,0.0952,3.5,1,955,1.51,0,2.32,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,PE,Latin America,0.1327,0.3427,21.0,1,1378,1.79,0,11.72,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,PH,Southeast Asia,0.4329,0.5289,9.6,0,1199,2.8,0,3.42,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,PK,South Asia,0.7764,0.5594,-21.7,1,1958,1.85,0,11.76,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,PR,Latin America,0.0795,0.1215,4.2,1,1121,1.58,0,2.65,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,RO,Eastern Europe,0.3636,0.4616,9.8,1,1197,2.73,0,3.6,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,RS,Eastern Europe,0.2265,0.4205,19.4,1,1005,2.59,0,7.5,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,RU,Eastern Europe,0.563,0.571,0.8,1,1737,2.33,1,0.34,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,SG,Southeast Asia,0.2362,0.2332,-0.3,1,1999,1.86,1,0.16,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,SK,Eastern Europe,0.4604,0.3444,-11.6,1,1163,2.86,0,4.05,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,TH,Southeast Asia,0.4213,0.3233,-9.8,1,1407,2.58,0,3.8,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,TJ,Central Asia,0.6642,0.4162,-24.8,0,1200,2.67,0,9.28,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,TN,Middle East/N. Africa,0.4401,0.4301,-1.0,1,1196,2.81,1,0.36,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,TR,Middle East/N. Africa,0.484,0.373,-11.1,1,2307,2.04,0,5.44,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,UA,Eastern Europe,0.4379,0.6399,20.2,0,1177,2.83,0,7.13,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,US,North America,0.1265,0.1115,-1.5,1,2578,1.28,0,1.17,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,UY,Latin America,0.1274,0.2374,11.0,1,928,2.15,0,5.13,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,UZ,Central Asia,0.64,0.427,-21.3,0,1190,2.73,0,7.81,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,VE,Latin America,0.1966,0.1836,-1.3,1,1190,2.26,1,0.58,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,VN,Southeast Asia,0.415,0.482,6.7,1,1200,2.79,0,2.4,0,13.55,17.02,9.42
wvs_heldout,Q31,religion/values,ZW,Sub-Saharan Africa,0.3043,0.6103,30.6,0,1210,2.59,0,11.8,0,13.55,17.02,9.42
wvs_heldout,Q32,other,AD,Western Europe,0.4539,0.6089,15.5,0,987,3.11,0,4.99,0,11.97,11.31,10.98
wvs_heldout,Q32,other,AM,Central Asia,0.5425,0.6055,6.3,1,1185,2.84,0,2.22,0,11.97,11.31,10.98
wvs_heldout,Q32,other,AR,Latin America,0.5694,0.6634,9.4,1,917,3.2,0,2.93,0,11.97,11.31,10.98
wvs_heldout,Q32,other,AU,Oceania,0.6705,0.6575,-1.3,1,1783,2.18,1,0.6,0,11.97,11.31,10.98
wvs_heldout,Q32,other,BD,South Asia,0.5943,0.7673,17.3,1,1161,2.82,0,6.12,0,11.97,11.31,10.98
wvs_heldout,Q32,other,BO,Latin America,0.7828,0.6508,-13.2,1,2030,1.79,0,7.36,0,11.97,11.31,10.98
wvs_heldout,Q32,other,BR,Latin America,0.5042,0.6402,13.6,1,1639,2.42,0,5.62,0,11.97,11.31,10.98
wvs_heldout,Q32,other,CA,North America,0.6863,0.6333,-5.3,1,4018,1.43,0,3.69,0,11.97,11.31,10.98
wvs_heldout,Q32,other,CL,Latin America,0.5678,0.6608,9.3,1,937,3.17,0,2.93,0,11.97,11.31,10.98
wvs_heldout,Q32,other,CN,East Asia,0.7232,0.6482,-7.5,1,3030,1.59,0,4.71,0,11.97,11.31,10.98
wvs_heldout,Q32,other,CO,Latin America,0.6007,0.5517,-4.9,1,1520,2.46,0,1.99,0,11.97,11.31,10.98
wvs_heldout,Q32,other,CY,Western Europe,0.5831,0.5731,-1.0,1,953,3.13,1,0.32,0,11.97,11.31,10.98
wvs_heldout,Q32,other,CZ,Eastern Europe,0.5822,0.6082,2.6,1,1164,2.83,1,0.92,0,11.97,11.31,10.98
wvs_heldout,Q32,other,DE,Western Europe,0.5842,0.7492,16.5,1,1431,2.55,0,6.46,0,11.97,11.31,10.98
wvs_heldout,Q32,other,EC,Latin America,0.5822,0.6702,8.8,1,1180,2.81,0,3.13,0,11.97,11.31,10.98
wvs_heldout,Q32,other,EG,Middle East/N. Africa,0.8233,0.6503,-17.3,1,1177,2.18,0,7.94,0,11.97,11.31,10.98
wvs_heldout,Q32,other,ET,Sub-Saharan Africa,0.5172,0.7932,27.6,1,1220,2.8,0,9.84,0,11.97,11.31,10.98
wvs_heldout,Q32,other,GB,Western Europe,0.6542,0.6752,2.1,1,2460,1.88,0,1.12,0,11.97,11.31,10.98
wvs_heldout,Q32,other,GR,Western Europe,0.6396,0.6136,-2.6,1,1176,2.74,1,0.95,0,11.97,11.31,10.98
wvs_heldout,Q32,other,GT,Latin America,0.5383,0.5163,-2.2,1,1202,2.82,1,0.78,0,11.97,11.31,10.98
wvs_heldout,Q32,other,HK,East Asia,0.8718,0.6488,-22.3,1,2070,1.44,0,15.48,0,11.97,11.31,10.98
wvs_heldout,Q32,other,ID,Southeast Asia,0.7321,0.6681,-6.4,1,3194,1.54,0,4.17,0,11.97,11.31,10.98
wvs_heldout,Q32,other,IN,South Asia,0.5655,0.7045,13.9,1,1587,2.44,0,5.7,0,11.97,11.31,10.98
wvs_heldout,Q32,other,IQ,Middle East/N. Africa,0.7302,0.4062,-32.4,0,1160,2.55,0,12.68,0,11.97,11.31,10.98
wvs_heldout,Q32,other,IR,Middle East/N. Africa,0.7813,0.6083,-17.3,1,1495,2.1,0,8.26,0,11.97,11.31,10.98
wvs_heldout,Q32,other,JO,Middle East/N. Africa,0.724,0.649,-7.5,1,1192,2.54,0,2.96,0,11.97,11.31,10.98
wvs_heldout,Q32,other,JP,East Asia,0.8196,0.4256,-39.4,0,1103,2.27,0,17.36,0,11.97,11.31,10.98
wvs_heldout,Q32,other,KE,Sub-Saharan Africa,0.3328,0.6838,35.1,0,1248,2.61,0,13.43,0,11.97,11.31,10.98
wvs_heldout,Q32,other,KG,Central Asia,0.8158,0.6238,-19.2,1,1179,2.21,0,8.68,0,11.97,11.31,10.98
wvs_heldout,Q32,other,KR,East Asia,0.4972,0.6362,13.9,0,1245,2.78,0,5.0,0,11.97,11.31,10.98
wvs_heldout,Q32,other,KZ,Central Asia,0.5259,0.6649,13.9,1,1198,2.83,0,4.92,0,11.97,11.31,10.98
wvs_heldout,Q32,other,LB,Middle East/N. Africa,0.5059,0.7319,22.6,1,1186,2.85,0,7.94,0,11.97,11.31,10.98
wvs_heldout,Q32,other,LY,Middle East/N. Africa,0.7962,0.5372,-25.9,1,1173,2.31,0,11.24,0,11.97,11.31,10.98
wvs_heldout,Q32,other,MA,Middle East/N. Africa,0.615,0.56,-5.5,1,1200,2.75,0,2.0,0,11.97,11.31,10.98
wvs_heldout,Q32,other,MM,Southeast Asia,0.9908,0.6078,-38.3,1,1200,0.54,0,70.9,0,11.97,11.31,10.98
wvs_heldout,Q32,other,MN,East Asia,0.2909,0.7639,47.3,0,1638,2.2,0,21.5,0,11.97,11.31,10.98
wvs_heldout,Q32,other,MV,South Asia,0.5273,0.7113,18.4,1,1028,3.05,0,6.03,0,11.97,11.31,10.98
wvs_heldout,Q32,other,MX,Latin America,0.5744,0.5174,-5.7,1,1707,2.35,0,2.43,0,11.97,11.31,10.98
wvs_heldout,Q32,other,MY,Southeast Asia,0.626,0.717,9.1,1,1313,2.62,0,3.48,0,11.97,11.31,10.98
wvs_heldout,Q32,other,NG,Sub-Saharan Africa,0.3868,0.6068,22.0,0,1225,2.73,0,8.07,0,11.97,11.31,10.98
wvs_heldout,Q32,other,NI,Latin America,0.6834,0.8324,14.9,1,1200,2.63,0,5.66,0,11.97,11.31,10.98
wvs_heldout,Q32,other,NL,Western Europe,0.5118,0.7138,20.2,1,1659,2.41,0,8.4,0,11.97,11.31,10.98
wvs_heldout,Q32,other,NZ,Oceania,0.7311,0.7041,-2.7,1,853,2.98,1,0.91,0,11.97,11.31,10.98
wvs_heldout,Q32,other,PE,Latin America,0.6007,0.5997,-0.1,1,1346,2.62,1,0.04,0,11.97,11.31,10.98
wvs_heldout,Q32,other,PH,Southeast Asia,0.8435,0.6175,-22.6,1,1199,2.06,0,10.99,0,11.97,11.31,10.98
wvs_heldout,Q32,other,PK,South Asia,0.6515,0.6965,4.5,1,1943,2.12,0,2.12,0,11.97,11.31,10.98
wvs_heldout,Q32,other,PR,Latin America,0.8211,0.4611,-36.0,0,1120,2.24,0,16.04,0,11.97,11.31,10.98
wvs_heldout,Q32,other,RO,Eastern Europe,0.3652,0.6192,25.4,0,1172,2.76,0,9.21,0,11.97,11.31,10.98
wvs_heldout,Q32,other,RS,Eastern Europe,0.3316,0.6446,31.3,0,983,2.94,0,10.64,0,11.97,11.31,10.98
wvs_heldout,Q32,other,RU,Eastern Europe,0.5664,0.4984,-6.8,0,1710,2.35,0,2.89,0,11.97,11.31,10.98
wvs_heldout,Q32,other,SG,Southeast Asia,0.67,0.733,6.3,1,1996,2.06,0,3.05,0,11.97,11.31,10.98
wvs_heldout,Q32,other,SK,Eastern Europe,0.3362,0.7252,38.9,0,1123,2.76,0,14.08,0,11.97,11.31,10.98
wvs_heldout,Q32,other,TH,Southeast Asia,0.4787,0.7587,28.0,0,1387,2.63,0,10.65,0,11.97,11.31,10.98
wvs_heldout,Q32,other,TJ,Central Asia,0.6175,0.4965,-12.1,0,1200,2.75,0,4.4,0,11.97,11.31,10.98
wvs_heldout,Q32,other,TN,Middle East/N. Africa,0.7308,0.6558,-7.5,1,1199,2.51,0,2.99,0,11.97,11.31,10.98
wvs_heldout,Q32,other,TR,Middle East/N. Africa,0.6437,0.5717,-7.2,1,2319,1.95,0,3.69,0,11.97,11.31,10.98
wvs_heldout,Q32,other,UA,Eastern Europe,0.8377,0.6477,-19.0,1,1225,2.06,0,9.2,0,11.97,11.31,10.98
wvs_heldout,Q32,other,US,North America,0.692,0.546,-14.6,1,2574,1.78,0,8.19,0,11.97,11.31,10.98
wvs_heldout,Q32,other,UY,Latin America,0.6715,0.6625,-0.9,1,868,3.12,1,0.29,0,11.97,11.31,10.98
wvs_heldout,Q32,other,UZ,Central Asia,0.6078,0.6778,7.0,1,1174,2.79,0,2.51,0,11.97,11.31,10.98
wvs_heldout,Q32,other,VE,Latin America,0.6647,0.5847,-8.0,1,1190,2.68,0,2.98,0,11.97,11.31,10.98
wvs_heldout,Q32,other,VN,Southeast Asia,0.6275,0.6815,5.4,1,1200,2.74,0,1.97,0,11.97,11.31,10.98
wvs_heldout,Q32,other,ZW,Sub-Saharan Africa,0.5265,0.7115,18.5,1,1212,2.81,0,6.58,0,11.97,11.31,10.98
wvs_heldout,Q35,religion/values,AD,Western Europe,0.1427,0.1747,3.2,1,1002,2.17,0,1.48,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,AM,Central Asia,0.4668,0.3398,-12.7,1,1205,2.82,0,4.51,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,AR,Latin America,0.1941,0.3291,13.5,1,946,2.52,0,5.36,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,AU,Oceania,0.0684,0.0914,2.3,1,1802,1.17,0,1.97,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,BD,South Asia,0.5949,0.5509,-4.4,1,1185,2.8,0,1.57,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,BO,Latin America,0.5234,0.5044,-1.9,1,2031,2.17,1,0.87,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,BR,Latin America,0.3626,0.2986,-6.4,1,1722,2.27,0,2.82,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,CA,North America,0.1093,0.0863,-2.3,1,4018,0.96,0,2.38,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,CL,Latin America,0.3653,0.2173,-14.8,1,976,3.02,0,4.9,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,CN,East Asia,0.2743,0.4103,13.6,1,3030,1.59,0,8.56,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,CO,Latin America,0.4296,0.4016,-2.8,1,1520,2.49,0,1.13,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,CY,Western Europe,0.3556,0.2086,-14.7,1,981,3.0,0,4.91,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,CZ,Eastern Europe,0.3052,0.1842,-12.1,1,1193,2.61,0,4.63,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,DE,Western Europe,0.1563,0.1733,1.7,1,1484,1.85,1,0.92,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,EC,Latin America,0.4118,0.4278,1.6,1,1185,2.8,1,0.57,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,EG,Middle East/N. Africa,0.5734,0.5334,-4.0,1,1179,2.82,0,1.42,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,ET,Sub-Saharan Africa,0.4624,0.6184,15.6,0,1222,2.8,0,5.58,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,GB,Western Europe,0.0935,0.0885,-0.5,1,2576,1.12,1,0.44,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,GR,Western Europe,0.2818,0.2638,-1.8,1,1184,2.56,1,0.7,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,GT,Latin America,0.3824,0.5234,14.1,0,1229,2.72,0,5.19,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,HK,East Asia,0.2705,0.2365,-3.4,1,2070,1.91,0,1.78,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,ID,Southeast Asia,0.379,0.461,8.2,1,3198,1.68,0,4.88,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,IN,South Asia,0.597,0.415,-18.2,0,1657,2.36,0,7.71,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,IQ,Middle East/N. Africa,0.4868,0.5288,4.2,0,1177,2.86,0,1.47,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,IR,Middle East/N. Africa,0.5027,0.4037,-9.9,0,1494,2.54,0,3.9,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,JO,Middle East/N. Africa,0.5627,0.5247,-3.8,1,1189,2.82,0,1.35,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,JP,East Asia,0.1445,0.2385,9.4,1,1163,2.02,0,4.65,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,KE,Sub-Saharan Africa,0.5324,0.6084,7.6,1,1256,2.76,0,2.75,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,KG,Central Asia,0.6177,0.3727,-24.5,0,1181,2.77,0,8.84,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,KR,East Asia,0.3253,0.2253,-10.0,1,1245,2.6,0,3.84,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,KZ,Central Asia,0.3157,0.4147,9.9,1,1251,2.58,0,3.84,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,LB,Middle East/N. Africa,0.344,0.433,8.9,1,1192,2.7,0,3.3,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,LY,Middle East/N. Africa,0.4022,0.3292,-7.3,1,1186,2.79,0,2.62,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,MA,Middle East/N. Africa,0.4725,0.4115,-6.1,1,1200,2.82,0,2.16,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,MM,Southeast Asia,0.5617,0.4367,-12.5,0,1200,2.81,0,4.45,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,MN,East Asia,0.3737,0.4647,9.1,1,1638,2.34,0,3.88,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,MV,South Asia,0.2915,0.3585,6.7,1,1032,2.77,0,2.42,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,MX,Latin America,0.5372,0.3442,-19.3,0,1725,2.35,0,8.2,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,MY,Southeast Asia,0.2909,0.3309,4.0,1,1313,2.46,0,1.63,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,NG,Sub-Saharan Africa,0.6721,0.6551,-1.7,1,1226,2.63,1,0.65,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,NI,Latin America,0.4459,0.5119,6.6,0,1200,2.81,0,2.35,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,NL,Western Europe,0.0427,0.1047,6.2,1,1991,0.89,0,6.98,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,NZ,Oceania,0.0714,0.1434,7.2,1,992,1.6,0,4.49,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,PE,Latin America,0.2611,0.4191,15.8,1,1374,2.32,0,6.8,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,PH,Southeast Asia,0.2745,0.4685,19.4,1,1200,2.52,0,7.68,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,PK,South Asia,0.7315,0.5875,-14.4,1,1968,1.96,0,7.35,0,8.64,13.33,8.81
wvs_heldout,Q35,religion/values,PR,Latin America,0.3979,0.2099,-18.8,1,1123,2.86,0,6.57,0,8.64,13.33,8.81
