qcode,country,age_bucket,yes_weighted,n_weighted
Q71,HKG,30_44,0.46587,506.3
Q71,IDN,18_29,0.79658,872.7
Q71,NIC,45_59,0.34081,223.0
Q71,NLD,60_plus,0.29557,812.0
Q71,ROU,60_plus,0.27158,336.8
Q71,SGP,60_plus,0.84856,509.4
Q71,ARM,60_plus,0.44098,290.1
Q71,CHN,45_59,0.95574,941.1
Q71,JPN,60_plus,0.49910,553.0
Q71,MAC,18_29,0.59375,288.0
Q71,MAR,30_44,0.20886,474.0
Q71,TUR,30_44,0.69103,780.0
Q71,UKR,45_59,0.19471,308.4
Q71,URY,30_44,0.47136,268.2
Q71,VNM,30_44,0.93231,458.0
Q71,GRC,60_plus,0.15028,361.5
Q71,NLD,45_59,0.29680,593.0
Q71,PHL,18_29,0.80767,263.5
Q71,ROU,45_59,0.22773,293.1
Q71,SGP,45_59,0.85057,570.8
Q71,ARG,30_44,0.26079,268.6
Q71,AUS,45_59,0.36398,434.1
Q71,BGD,45_59,0.79842,253.0
Q71,BRA,45_59,0.18828,418.0
Q71,CAN,45_59,0.40818,1055.1
Q71,CHL,30_44,0.39918,321.5
Q71,KGZ,45_59,0.54063,274.7
Q71,LBN,45_59,0.18771,293.0
Q71,MYS,45_59,0.43787,338.0
Q71,NGA,18_29,0.40586,638.1
Q71,TUN,30_44,0.13660,388.0
Q71,VEN,45_59,0.20769,260.0
Q71,ZWE,60_plus,0.67442,172.0
Q71,HKG,18_29,0.41886,351.8
Q71,IDN,30_44,0.74793,1198.1
Q164,TWN,18_29,0.48850,236.4
Q164,COL,60_plus,0.95288,191.0
Q164,LBY,30_44,0.98605,430.0
Q164,MEX,18_29,0.83975,496.6
Q164,MMR,18_29,0.97546,326.0
Q164,DEU,18_29,0.37652,247.0
Q164,GBR,30_44,0.30353,638.4
Q164,PRI,30_44,0.95492,244.0
Q164,SRB,45_59,0.68254,252.0
Q164,TJK,30_44,0.93696,349.0
Q164,USA,18_29,0.55525,543.1
Q164,COL,45_59,0.97734,353.0
Q164,CYP,30_44,0.82116,241.6
Q164,IRN,30_44,0.93867,587.0
Q164,JOR,30_44,0.95550,382.0
Q164,KOR,30_44,0.40064,312.0
Q164,MDV,30_44,0.99746,394.0
Q164,CZE,30_44,0.29226,351.9
Q164,ECU,18_29,0.91899,395.0
Q164,IND,30_44,0.82755,504.2
Q164,RUS,30_44,0.61024,474.8
Q164,SRB,60_plus,0.66065,277.0
Q164,SVK,30_44,0.46511,334.1
Q164,THA,30_44,0.47406,426.1
Q164,TJK,18_29,0.95690,348.0
Q164,USA,30_44,0.61564,625.0
Q164,AND,60_plus,0.52055,219.0
Q164,BOL,45_59,0.94417,412.0
Q164,CYP,18_29,0.79424,218.3
Q164,IRN,18_29,0.90714,420.0
Q164,JOR,18_29,0.92308,260.0
Q164,KAZ,45_59,0.80802,349.0
Q164,KOR,18_29,0.32661,248.0
Q164,MDV,18_29,0.98300,353.0
Q164,MNG,60_plus,0.55940,155.7
Q164,CZE,18_29,0.31331,218.0
Q164,ECU,30_44,0.91927,384.0
Q164,EGY,45_59,0.99726,365.0
Q164,IND,18_29,0.82738,546.5
Q164,PER,60_plus,0.97052,194.6
Q164,RUS,18_29,0.53131,400.6
Q164,SVK,18_29,0.50752,196.8
Q164,THA,18_29,0.46316,331.5
Q164,TUN,45_59,0.74194,310.0
Q164,UZB,18_29,0.83019,477.0
Q164,VEN,30_44,0.94906,373.0
Q164,ARG,45_59,0.86189,227.0
Q164,ARM,18_29,0.93361,256.9
Q164,AUS,30_44,0.29728,483.9
Q164,BGD,30_44,0.98879,446.0
Q164,BRA,30_44,0.88025,498.1
Q164,CAN,30_44,0.43147,991.8
Q164,CHL,45_59,0.69656,230.0
Q164,KGZ,30_44,0.94525,411.1
Q164,LBN,30_44,0.99465,374.0
Q164,MYS,30_44,0.90446,471.0
Q164,GRC,18_29,0.71202,208.9
Q164,GTM,18_29,0.84317,593.0
Q164,IDN,45_59,0.98669,750.0
Q164,NIC,18_29,0.95955,445.0
Q164,PHL,60_plus,0.97409,229.1
Q164,TUR,30_44,0.86364,792.0
Q164,UKR,45_59,0.66499,306.5
Q164,URY,30_44,0.50799,271.3
Q164,VNM,30_44,0.55603,464.0
Q164,ARM,60_plus,0.86059,297.7
Q164,CHN,45_59,0.17094,938.5
Q164,JPN,60_plus,0.39083,545.0
Q164,MAC,18_29,0.19097,288.0
Q164,MAR,30_44,0.91983,474.0
Q164,GRC,60_plus,0.92436,364.2
Q164,NLD,45_59,0.26018,565.0
Q164,PHL,18_29,0.96356,263.5
Q164,ROU,45_59,0.92772,302.7
Q164,SGP,45_59,0.65397,576.6
Q164,TUR,18_29,0.84046,702.0
Q164,URY,18_29,0.50233,225.6
Q164,VNM,18_29,0.55435,368.0
Q164,ZWE,45_59,0.97403,231.0
Q164,AUS,60_plus,0.50258,478.9
Q164,BRA,60_plus,0.96594,338.3
Q164,CAN,60_plus,0.45909,1217.5
Q164,KGZ,60_plus,0.85893,161.1
Q164,LBN,60_plus,0.99401,167.0
Q164,MAC,30_44,0.26804,194.0
Q164,MAR,18_29,0.92383,407.0
Q164,PAK,45_59,0.96636,327.0
Q164,PHL,30_44,0.94464,381.6
Q164,TUR,45_59,0.86282,831.0
Q164,UKR,30_44,0.71245,396.6
Q164,URY,45_59,0.74131,215.8
Q164,VNM,45_59,0.55254,295.0
Q164,ZWE,18_29,0.99059,425.0
Q164,CHN,30_44,0.13838,943.0
Q164,MAR,45_59,0.89286,224.0
Q164,HKG,60_plus,0.39877,572.0
Q164,NLD,30_44,0.31266,403.0
Q164,PAK,18_29,0.95974,621.0
Q164,ROU,30_44,0.87232,304.5
Q164,SGP,30_44,0.59513,594.3
Q164,URY,60_plus,0.68216,281.8
Q164,UZB,30_44,0.88435,441.0
Q164,VEN,18_29,0.94860,428.0
Q164,ARM,30_44,0.92632,368.5
Q164,AUS,18_29,0.30540,386.7
Q164,BGD,18_29,0.98034,407.0
Q164,BRA,18_29,0.82942,412.9
Q164,CAN,18_29,0.41581,753.6
Q164,JPN,30_44,0.26103,272.0
Q164,KGZ,18_29,0.94350,345.4
Q164,LBN,18_29,0.99174,363.0
Q164,MYS,18_29,0.89737,419.0
Q164,GRC,30_44,0.81987,323.9
Q164,GTM,30_44,0.88571,350.0
Q164,HKG,45_59,0.42792,607.4
Q164,NIC,30_44,0.94684,395.0
Q164,TWN,45_59,0.62002,342.7
Q164,USA,60_plus,0.77030,707.2
Q164,AND,30_44,0.36964,303.0
Q164,MEX,45_59,0.91238,412.6
Q164,MMR,45_59,0.98864,352.0
Q164,MNG,30_44,0.56131,600.9
Q164,DEU,45_59,0.42670,457.0
Q164,ECU,60_plus,0.97143,175.0
Q164,ETH,30_44,0.98015,403.0
Q164,NZL,45_59,0.35115,262.0
Q164,PER,30_44,0.94883,439.4
Q164,SRB,18_29,0.65351,228.0
Q164,TJK,45_59,0.97391,345.0
Q164,BOL,18_29,0.92923,763.0
Q164,COL,30_44,0.95683,417.0
Q164,CYP,45_59,0.87402,232.4
Q164,IRN,45_59,0.96988,332.0
Q164,JOR,45_59,0.96067,356.0
Q164,KAZ,18_29,0.75932,295.0
Q164,KEN,30_44,0.92754,414.0
Q164,KOR,45_59,0.46192,407.0
Q164,MDV,45_59,0.98930,187.0
Q164,CZE,45_59,0.33408,265.3
Q164,EGY,18_29,1.00000,310.0
Q164,GBR,60_plus,0.39987,777.3
Q164,IND,45_59,0.87921,323.9
Q164,PRI,60_plus,0.94987,399.0
Q164,RUS,45_59,0.62836,418.5
Q164,SVK,45_59,0.59430,301.7
Q164,THA,45_59,0.45415,443.2
Q164,TUN,60_plus,0.77934,213.0
Q164,UKR,18_29,0.58359,174.2
Q164,ZWE,30_44,0.98688,381.0
Q164,ARG,60_plus,0.87289,230.2
Q164,CHL,60_plus,0.68252,231.0
Q164,CHN,18_29,0.11467,675.0
Q164,MAC,45_59,0.31443,194.0
Q164,IDN,60_plus,0.97977,374.0
Q164,NLD,18_29,0.17857,168.0
Q164,PAK,30_44,0.96444,928.0
Q164,PHL,45_59,0.94341,325.1
Q164,ROU,18_29,0.79717,273.0
Q164,SGP,18_29,0.52529,323.0
Q164,TJK,60_plus,0.97468,158.0
Q164,AND,18_29,0.23871,155.0
Q164,CYP,60_plus,0.81083,274.7
Q164,IRN,60_plus,0.98113,159.0
Q164,JOR,60_plus,0.96985,199.0
Q164,KOR,60_plus,0.48561,278.0
Q164,LBY,45_59,0.99231,390.0
Q164,MNG,18_29,0.54885,490.1
Q164,CZE,60_plus,0.41310,356.8
Q164,ETH,18_29,0.97608,627.0
Q164,GBR,45_59,0.29462,614.6
Q164,IND,60_plus,0.88220,211.0
Q164,PER,18_29,0.92758,407.1
Q164,PRI,45_59,0.95057,263.0
Q164,RUS,60_plus,0.63635,416.8
Q164,SRB,30_44,0.68132,273.0
Q164,SVK,60_plus,0.75409,345.5
Q164,THA,60_plus,0.40945,280.5
Q164,TWN,60_plus,0.60075,291.5
Q164,USA,45_59,0.70693,703.6
Q164,BOL,30_44,0.95048,626.0
Q164,COL,18_29,0.88551,559.0
Q164,KAZ,30_44,0.73094,446.0
Q164,KEN,18_29,0.90728,701.0
Q164,MEX,60_plus,0.90837,297.1
Q164,DEU,60_plus,0.45709,501.0
Q164,ECU,45_59,0.93902,246.0
Q164,EGY,30_44,1.00000,434.0
Q164,NZL,60_plus,0.41718,489.0
Q164,TWN,30_44,0.57589,351.7
Q164,AND,45_59,0.42947,319.0
Q164,BOL,60_plus,0.96970,264.0
Q164,LBY,18_29,0.99293,283.0
Q164,MEX,30_44,0.85969,531.0
Q164,MMR,30_44,0.98210,391.0
Q164,MNG,45_59,0.53744,388.5
Q164,DEU,30_44,0.40264,303.0
Q164,ETH,45_59,0.98701,154.0
Q164,GBR,18_29,0.27184,422.9
Q164,NZL,30_44,0.28481,158.0
Q164,PER,45_59,0.96398,356.1
Q164,PRI,18_29,0.87685,203.0
Q164,TUN,18_29,0.82746,284.0
Q164,UKR,60_plus,0.77946,343.0
Q164,UZB,45_59,0.86916,214.0
Q164,ARG,18_29,0.68959,267.9
Q164,ARM,45_59,0.92102,288.8
Q164,CHL,18_29,0.45700,204.1
Q164,CHN,60_plus,0.16789,467.7
Q164,JPN,45_59,0.35082,305.0
Q164,NGA,30_44,0.93775,448.3
Q164,GRC,45_59,0.84399,290.0
Q164,GTM,45_59,0.87817,197.0
Q164,HKG,30_44,0.48916,506.3
Q164,IDN,18_29,0.99321,873.0
Q164,NIC,45_59,0.96413,223.0
Q164,NLD,60_plus,0.33208,801.0
Q164,ROU,60_plus,0.93667,352.0
Q164,SGP,60_plus,0.71602,507.4
Q164,TUN,30_44,0.76590,393.0
Q164,VEN,45_59,0.98462,260.0
Q164,ZWE,60_plus,0.98844,173.0
Q164,ARG,30_44,0.82129,272.6
Q164,AUS,45_59,0.38907,435.6
Q164,BGD,45_59,0.98039,255.0
Q164,BRA,45_59,0.91135,428.1
Q164,CAN,45_59,0.46275,1055.1
Q164,CHL,30_44,0.60202,320.7
Q164,KGZ,45_59,0.91642,279.6
Q164,LBN,45_59,0.99662,296.0
Q164,MYS,45_59,0.85841,339.0
Q164,NGA,18_29,0.93973,640.5
Q164,HKG,18_29,0.30680,350.8
Q164,IDN,30_44,0.99175,1203.0
Q180,COL,45_59,0.09065,353.0
Q180,CYP,30_44,0.03463,248.3
Q180,CZE,30_44,0.16335,350.3
Q180,ECU,18_29,0.08696,391.0
Q180,IND,30_44,0.09603,496.3
Q180,IRN,30_44,0.11876,581.0
Q180,TJK,30_44,0.06017,349.0
Q180,USA,18_29,0.10388,541.5
Q180,RUS,30_44,0.24996,485.3
Q180,SRB,60_plus,0.16279,258.0
Q180,SVK,30_44,0.11423,337.7
Q180,THA,30_44,0.03079,429.1
Q180,JOR,30_44,0.10444,383.0
Q180,KOR,30_44,0.06410,312.0
Q180,MDV,30_44,0.03553,394.0
Q180,ARG,45_59,0.08549,227.2
Q180,ARM,18_29,0.10582,256.0
Q180,AUS,30_44,0.07951,477.2
Q180,BGD,30_44,0.00000,446.0
Q180,BRA,30_44,0.17021,493.2
Q180,CAN,30_44,0.16530,991.8
Q180,CHL,45_59,0.13492,231.5
Q180,GRC,18_29,0.06181,208.9
Q180,GTM,18_29,0.14530,585.0
Q180,IDN,45_59,0.12863,749.0
Q180,TUN,45_59,0.07717,311.0
Q180,UZB,18_29,0.20251,479.0
Q180,VEN,30_44,0.05362,373.0
Q180,NIC,18_29,0.08539,445.0
Q180,PHL,60_plus,0.27740,229.1
Q180,KGZ,30_44,0.08630,402.2
Q180,LBN,30_44,0.13137,373.0
Q180,MYS,30_44,0.25690,471.0
Q180,AUS,60_plus,0.02744,480.8
Q180,BRA,60_plus,0.16029,331.7
Q180,CAN,60_plus,0.06203,1217.5
Q180,TUR,18_29,0.05698,702.0
Q180,URY,18_29,0.16483,220.5
Q180,VNM,18_29,0.14402,368.0
Q180,ZWE,45_59,0.08658,231.0
Q180,PAK,45_59,0.08464,319.0
Q180,PHL,30_44,0.30002,381.0
Q180,KGZ,60_plus,0.10020,161.1
Q180,LBN,60_plus,0.04217,166.0
Q180,MAC,30_44,0.04639,194.0
Q180,MAR,18_29,0.16953,407.0
Q180,COL,60_plus,0.09948,191.0
Q180,DEU,18_29,0.04082,245.0
Q180,GBR,30_44,0.03285,643.6
Q180,TWN,18_29,0.02556,236.4
Q180,PRI,30_44,0.05714,245.0
Q180,SRB,45_59,0.20082,244.0
Q180,IRQ,18_29,0.14347,467.0
Q180,LBY,30_44,0.03110,418.0
Q180,MEX,18_29,0.19847,491.3
Q180,MMR,18_29,0.00920,326.0
Q180,ARG,18_29,0.07379,264.8
Q180,ARM,45_59,0.03306,291.6
Q180,CHL,18_29,0.19817,205.6
Q180,CHN,60_plus,0.00991,464.9
Q180,GRC,45_59,0.03776,291.2
Q180,GTM,45_59,0.08718,195.0
Q180,HKG,30_44,0.11641,506.3
Q180,IDN,18_29,0.14592,871.7
Q180,TUN,18_29,0.08451,284.0
Q180,UKR,60_plus,0.14657,330.3
Q180,UZB,45_59,0.19905,211.0
Q180,NGA,30_44,0.04091,446.5
Q180,NIC,45_59,0.14798,223.0
Q180,NLD,60_plus,0.02326,817.0
Q180,ROU,60_plus,0.10404,344.3
Q180,SGP,60_plus,0.01055,507.2
Q180,JPN,45_59,0.00917,327.0
Q180,ARG,30_44,0.09668,268.1
Q180,AUS,45_59,0.06310,433.9
Q180,BGD,45_59,0.00392,255.0
Q180,BRA,45_59,0.18769,415.1
Q180,CAN,45_59,0.11317,1055.1
Q180,CHL,30_44,0.16166,321.6
Q180,HKG,18_29,0.10294,351.8
Q180,IDN,30_44,0.12115,1202.7
Q180,TUN,30_44,0.04326,393.0
Q180,VEN,45_59,0.04231,260.0
Q180,ZWE,60_plus,0.09770,174.0
Q180,NGA,18_29,0.04268,639.3
Q180,KGZ,45_59,0.09151,275.4
Q180,LBN,45_59,0.10508,295.0
Q180,MYS,45_59,0.21534,339.0
Q180,ARM,30_44,0.06281,371.5
Q180,AUS,18_29,0.07998,375.7
Q180,BGD,18_29,0.00491,407.0
Q180,BRA,18_29,0.20698,405.0
Q180,CAN,18_29,0.16169,753.6
Q180,GRC,30_44,0.05022,327.6
Q180,GTM,30_44,0.08333,348.0
Q180,HKG,45_59,0.08891,607.5
Q180,URY,60_plus,0.07623,279.6
Q180,UZB,30_44,0.23661,448.0
Q180,VEN,18_29,0.04439,428.0
Q180,NIC,30_44,0.09114,395.0
Q180,JPN,30_44,0.01408,284.0
Q180,KGZ,18_29,0.09529,323.1
Q180,LBN,18_29,0.14325,363.0
Q180,MYS,18_29,0.25537,419.0
Q180,ARG,60_plus,0.11838,226.5
Q180,CHL,60_plus,0.07948,228.2
Q180,CHN,18_29,0.03032,677.7
Q180,IDN,60_plus,0.15235,372.8
Q180,TUN,60_plus,0.06103,213.0
Q180,UKR,18_29,0.16939,178.3
Q180,ZWE,30_44,0.07087,381.0
Q180,NLD,18_29,0.05422,166.0
Q180,PAK,30_44,0.08549,889.0
Q180,PHL,45_59,0.27071,325.1
Q180,ROU,18_29,0.15605,267.1
Q180,SGP,18_29,0.06176,319.7
Q180,MAC,45_59,0.04639,194.0
Q180,AND,60_plus,0.03167,221.0
Q180,BOL,45_59,0.04156,409.0
Q180,CYP,18_29,0.09366,224.7
Q180,CZE,18_29,0.25550,217.2
Q180,ECU,30_44,0.10705,383.0
Q180,EGY,45_59,0.03652,356.0
Q180,IND,18_29,0.08055,543.7
Q180,IRN,18_29,0.10238,420.0
Q180,TJK,18_29,0.05747,348.0
Q180,USA,30_44,0.08421,619.2
Q180,PER,60_plus,0.04645,193.5
Q180,RUS,18_29,0.32979,416.4
Q180,SVK,18_29,0.20892,194.8
Q180,THA,18_29,0.02646,329.7
Q180,JOR,18_29,0.13566,258.0
Q180,KAZ,45_59,0.14535,344.0
Q180,KOR,18_29,0.04839,248.0
Q180,MDV,18_29,0.03977,352.0
Q180,MNG,60_plus,0.06078,157.1
Q180,BOL,18_29,0.08488,754.0
Q180,COL,30_44,0.06475,417.0
Q180,CYP,45_59,0.03098,232.4
Q180,CZE,45_59,0.18067,265.9
Q180,EGY,18_29,0.03289,304.0
Q180,GBR,60_plus,0.03272,778.3
Q180,IND,45_59,0.05972,315.9
Q180,IRN,45_59,0.06949,331.0
Q180,TJK,45_59,0.05507,345.0
Q180,PRI,60_plus,0.01000,400.0
Q180,RUS,45_59,0.22282,424.6
Q180,SVK,45_59,0.11861,309.4
Q180,THA,45_59,0.03441,441.9
Q180,JOR,45_59,0.07062,354.0
Q180,KAZ,18_29,0.14841,283.0
Q180,KEN,30_44,0.25616,406.0
Q180,KOR,45_59,0.04423,407.0
Q180,MDV,45_59,0.00000,185.0
Q180,AND,45_59,0.04688,320.0
Q180,BOL,60_plus,0.04598,261.0
Q180,DEU,30_44,0.00977,307.0
Q180,ETH,45_59,0.04575,153.0
Q180,GBR,18_29,0.06132,416.3
Q180,TWN,30_44,0.02772,351.7
Q180,NZL,30_44,0.06135,163.0
Q180,PER,45_59,0.07172,350.0
Q180,PRI,18_29,0.07805,205.0
Q180,IRQ,30_44,0.11340,388.0
Q180,LBY,18_29,0.06498,277.0
Q180,MEX,30_44,0.15576,527.7
Q180,MMR,30_44,0.02046,391.0
Q180,MNG,45_59,0.10273,388.5
Q180,AND,18_29,0.06369,157.0
Q180,CYP,60_plus,0.02255,285.6
Q180,CZE,60_plus,0.14126,353.8
Q180,ETH,18_29,0.07085,621.0
Q180,GBR,45_59,0.02585,612.5
Q180,IND,60_plus,0.05043,197.6
Q180,IRN,60_plus,0.10191,157.0
Q180,TJK,60_plus,0.07595,158.0
Q180,PER,18_29,0.04343,403.4
Q180,PRI,45_59,0.02622,267.0
Q180,RUS,60_plus,0.15196,419.0
Q180,SRB,30_44,0.26316,266.0
Q180,SVK,60_plus,0.09460,340.2
Q180,THA,60_plus,0.02703,286.0
Q180,JOR,60_plus,0.03535,198.0
Q180,KOR,60_plus,0.05036,278.0
Q180,LBY,45_59,0.03947,380.0
Q180,MNG,18_29,0.17577,491.5
Q180,AND,30_44,0.02640,303.0
Q180,DEU,45_59,0.02609,460.0
Q180,ECU,60_plus,0.09357,171.0
Q180,ETH,30_44,0.04040,396.0
Q180,TWN,45_59,0.02363,342.7
Q180,USA,60_plus,0.02660,708.0
Q180,NZL,45_59,0.02622,267.0
Q180,PER,30_44,0.06245,429.4
Q180,SRB,18_29,0.34071,226.0
Q180,IRQ,45_59,0.15966,238.0
Q180,MEX,45_59,0.18024,411.7
Q180,MMR,45_59,0.01136,352.0
Q180,MNG,30_44,0.10172,600.9
Q180,BOL,30_44,0.08604,616.0
Q180,COL,18_29,0.06977,559.0
Q180,DEU,60_plus,0.01772,508.0
Q180,ECU,45_59,0.13223,242.0
Q180,EGY,30_44,0.01848,433.0
Q180,TWN,60_plus,0.02509,291.5
Q180,USA,45_59,0.04671,699.7
Q180,NZL,60_plus,0.03929,509.0
Q180,KAZ,30_44,0.16441,444.0
Q180,KEN,18_29,0.23796,685.0
Q180,MEX,60_plus,0.09902,289.9
Q180,ARM,60_plus,0.03518,298.1
Q180,CHN,45_59,0.02288,940.8
Q180,GRC,60_plus,0.02110,365.1
Q180,TUR,30_44,0.06084,789.0
Q180,UKR,45_59,0.18915,305.3
Q180,URY,30_44,0.06272,268.6
Q180,VNM,30_44,0.11853,464.0
Q180,NLD,45_59,0.04318,579.0
Q180,PHL,18_29,0.30746,263.5
Q180,ROU,45_59,0.08566,300.1
Q180,SGP,45_59,0.02024,577.6
Q180,JPN,60_plus,0.01197,585.0
Q180,MAC,18_29,0.06272,287.0
Q180,MAR,30_44,0.15823,474.0
Q180,CHN,30_44,0.02388,942.4
Q180,HKG,60_plus,0.02849,585.6
Q180,TUR,45_59,0.06490,832.0
Q180,UKR,30_44,0.18898,395.6
Q180,URY,45_59,0.05269,216.6
Q180,VNM,45_59,0.09831,295.0
Q180,ZWE,18_29,0.08941,425.0
Q180,NLD,30_44,0.06601,409.0
Q180,PAK,18_29,0.08590,617.0
Q180,ROU,30_44,0.10822,299.1
Q180,SGP,30_44,0.02330,594.1
Q180,MAR,45_59,0.19196,224.0
Q182,COL,45_59,0.21246,353.0
Q182,CYP,30_44,0.35007,234.0
Q182,IRN,30_44,0.04110,584.0
Q182,JOR,30_44,0.02344,384.0
Q182,KOR,30_44,0.16026,312.0
Q182,MDV,30_44,0.01781,393.0
Q182,USA,18_29,0.60216,542.7
Q182,CZE,30_44,0.72013,346.6
Q182,ECU,18_29,0.28906,384.0
Q182,IND,30_44,0.15338,429.8
Q182,RUS,30_44,0.16125,461.1
Q182,SRB,60_plus,0.14741,251.0
Q182,SVK,30_44,0.46333,322.2
Q182,THA,30_44,0.33592,427.0
Q182,AND,45_59,0.83072,319.0
Q182,BOL,60_plus,0.09865,223.0
Q182,IRQ,30_44,0.08394,274.0
Q182,LBY,18_29,0.00746,268.0
Q182,MEX,30_44,0.32932,511.2
Q182,MMR,30_44,0.02308,390.0
Q182,MNG,45_59,0.14538,388.5
Q182,TWN,30_44,0.37565,351.7
Q182,DEU,30_44,0.79402,301.0
Q182,GBR,18_29,0.77948,412.9
Q182,NZL,30_44,0.90066,151.0
Q182,PER,45_59,0.14639,344.9
Q182,PRI,18_29,0.65196,204.0
Q182,ARG,18_29,0.61643,238.3
Q182,ARM,45_59,0.02771,290.9
Q182,CHL,18_29,0.38649,202.4
Q182,CHN,60_plus,0.03898,465.7
Q182,JPN,45_59,0.63758,298.0
Q182,NGA,30_44,0.02975,447.4
Q182,TUN,18_29,0.03887,283.0
Q182,UKR,60_plus,0.09655,289.7
Q182,GRC,45_59,0.33109,271.8
Q182,GTM,45_59,0.20918,196.0
Q182,HKG,30_44,0.48001,505.2
Q182,IDN,18_29,0.03046,872.7
Q182,NIC,45_59,0.20179,223.0
Q182,NLD,60_plus,0.91421,781.0
Q182,ROU,60_plus,0.09186,331.8
Q182,SGP,60_plus,0.07113,509.4
Q182,AND,30_44,0.80528,303.0
Q182,IRQ,45_59,0.18286,175.0
Q182,MEX,45_59,0.31343,402.7
Q182,MMR,45_59,0.00852,352.0
Q182,MNG,30_44,0.19034,600.9
Q182,TWN,45_59,0.14832,342.7
Q182,USA,60_plus,0.46204,702.3
Q182,DEU,45_59,0.82705,451.0
Q182,ECU,60_plus,0.14458,166.0
Q182,ETH,30_44,0.06069,346.0
Q182,NZL,45_59,0.78112,233.0
Q182,PER,30_44,0.12049,418.9
Q182,SRB,18_29,0.35714,224.0
Q182,COL,60_plus,0.20942,191.0
Q182,IRQ,18_29,0.11635,318.0
Q182,LBY,30_44,0.00487,411.0
Q182,MEX,18_29,0.39370,489.6
Q182,MMR,18_29,0.04601,326.0
Q182,TWN,18_29,0.57438,236.4
Q182,DEU,18_29,0.83128,243.0
Q182,GBR,30_44,0.74514,629.3
Q182,PRI,30_44,0.50000,242.0
Q182,SRB,45_59,0.20833,240.0
Q182,BOL,18_29,0.26573,715.0
Q182,COL,30_44,0.32374,417.0
Q182,CYP,45_59,0.20146,213.2
Q182,IRN,45_59,0.02432,329.0
Q182,JOR,45_59,0.02266,353.0
Q182,KAZ,18_29,0.07895,266.0
Q182,KEN,30_44,0.18610,403.0
Q182,KOR,45_59,0.11057,407.0
Q182,MDV,45_59,0.00535,187.0
Q182,CZE,45_59,0.67365,262.4
Q182,GBR,60_plus,0.68807,757.6
Q182,IND,45_59,0.10791,265.1
Q182,PRI,60_plus,0.37056,394.0
Q182,RUS,45_59,0.14303,413.7
Q182,SVK,45_59,0.41404,288.0
Q182,THA,45_59,0.26307,440.3
Q182,AND,18_29,0.86709,158.0
Q182,CYP,60_plus,0.09171,264.7
Q182,IRN,60_plus,0.03774,159.0
Q182,JOR,60_plus,0.00505,198.0
Q182,KOR,60_plus,0.07194,278.0
Q182,LBY,45_59,0.01117,358.0
Q182,MNG,18_29,0.22409,491.5
Q182,CZE,60_plus,0.55557,352.6
Q182,ETH,18_29,0.07721,544.0
Q182,GBR,45_59,0.79629,600.3
Q182,IND,60_plus,0.09100,171.1
Q182,PER,18_29,0.17164,390.4
Q182,PRI,45_59,0.42085,259.0
Q182,RUS,60_plus,0.09818,406.6
Q182,SRB,30_44,0.25283,265.0
Q182,SVK,60_plus,0.32637,322.3
Q182,THA,60_plus,0.25385,287.2
Q182,ARG,60_plus,0.42140,214.6
Q182,CHL,60_plus,0.31017,205.4
Q182,CHN,18_29,0.19570,677.7
Q182,MAC,45_59,0.26289,194.0
Q182,TUN,60_plus,0.02358,212.0
Q182,UKR,18_29,0.20883,161.3
Q182,ZWE,30_44,0.05789,380.0
Q182,IDN,60_plus,0.06582,370.7
Q182,NLD,18_29,0.91515,165.0
Q182,PAK,30_44,0.04105,877.0
Q182,PHL,45_59,0.28550,325.1
Q182,ROU,18_29,0.19710,252.8
Q182,SGP,18_29,0.45402,318.7
Q182,ARG,45_59,0.51037,197.8
Q182,ARM,18_29,0.08041,256.0
Q182,AUS,30_44,0.78324,470.6
Q182,BGD,30_44,0.01345,446.0
Q182,BRA,30_44,0.41884,430.6
Q182,CAN,30_44,0.79217,991.8
Q182,CHL,45_59,0.42559,219.8
Q182,KGZ,30_44,0.04301,396.5
Q182,LBN,30_44,0.09140,372.0
Q182,MYS,30_44,0.25902,471.0
Q182,TUN,45_59,0.01290,310.0
Q182,VEN,30_44,0.25469,373.0
Q182,GRC,18_29,0.56440,205.2
Q182,GTM,18_29,0.31293,588.0
Q182,IDN,45_59,0.04263,741.7
Q182,NIC,18_29,0.19775,445.0
Q182,PHL,60_plus,0.31759,229.1
Q182,BOL,30_44,0.18957,575.0
Q182,COL,18_29,0.38104,559.0
Q182,KAZ,30_44,0.11164,421.0
Q182,KEN,18_29,0.18047,676.0
Q182,MEX,60_plus,0.20255,285.0
Q182,TWN,60_plus,0.09189,291.5
Q182,USA,45_59,0.51528,692.3
Q182,DEU,60_plus,0.62322,491.0
Q182,ECU,45_59,0.18966,232.0
Q182,NZL,60_plus,0.58425,457.0
Q182,AND,60_plus,0.73973,219.0
Q182,BOL,45_59,0.13624,367.0
Q182,CYP,18_29,0.34998,217.6
Q182,IRN,18_29,0.05502,418.0
Q182,JOR,18_29,0.01923,260.0
Q182,KAZ,45_59,0.09036,332.0
Q182,KOR,18_29,0.22984,248.0
Q182,MDV,18_29,0.02833,353.0
Q182,MNG,60_plus,0.15369,157.1
Q182,USA,30_44,0.58682,613.6
Q182,CZE,18_29,0.70220,216.1
Q182,ECU,30_44,0.24119,369.0
Q182,IND,18_29,0.18892,486.4
Q182,PER,60_plus,0.08400,184.4
Q182,RUS,18_29,0.18939,406.2
Q182,SVK,18_29,0.49489,181.7
Q182,THA,18_29,0.36649,333.2
Q182,ARM,60_plus,0.01044,297.2
